order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,quantity,discount,sale_price,profit
3753,2023-04-23,Second Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Paper,OFF-PA-10001289,3,24.0,96.0,4.0
3754,2023-03-18,Second Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Binders,OFF-BI-10003650,2,252.0,588.0,112.0
3755,2022-03-17,Second Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Storage,OFF-ST-10001370,5,140.0,210.0,80.0
3756,2023-03-25,First Class,Corporate,United States,Odessa,Texas,79762,Central,Office Supplies,Paper,OFF-PA-10001892,7,12.0,28.0,2.0
3757,2022-10-16,First Class,Corporate,United States,Odessa,Texas,79762,Central,Furniture,Chairs,FUR-CH-10004983,5,224.0,336.0,164.0
3758,2022-10-15,Standard Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Art,OFF-AR-10001615,7,55.0,55.0,35.0
3759,2022-11-26,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Art,OFF-AR-10003602,2,3.0,7.0,3.0
3760,2022-10-05,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Supplies,OFF-SU-10004782,2,10.0,10.0,10.0
3761,2023-03-11,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Furnishings,FUR-FU-10001591,2,8.0,12.0,8.0
3762,2023-12-01,Standard Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,OFF-PA-10000659,5,27.0,63.0,17.0
3763,2022-12-28,Second Class,Corporate,United States,West Allis,Wisconsin,53214,Central,Furniture,Bookcases,FUR-BO-10001337,2,72.0,168.0,22.0
3764,2023-07-07,Second Class,Corporate,United States,West Allis,Wisconsin,53214,Central,Office Supplies,Binders,OFF-BI-10003529,3,2.0,8.0,2.0
3765,2023-04-08,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,OFF-BI-10002609,3,0.0,0.0,0.0
3766,2023-07-22,Standard Class,Corporate,United States,Houston,Texas,77036,Central,Furniture,Tables,FUR-TA-10004767,2,40.0,60.0,30.0
3767,2022-10-30,Standard Class,Corporate,United States,Houston,Texas,77036,Central,Office Supplies,Art,OFF-AR-10001868,1,0.0,0.0,0.0
3768,2023-03-05,Second Class,Home Office,United States,Houston,Texas,77036,Central,Technology,Phones,TEC-PH-10004896,5,60.0,60.0,40.0
3769,2023-05-14,Second Class,Corporate,United States,Hialeah,Florida,33012,South,Furniture,Chairs,FUR-CH-10000988,9,202.0,808.0,72.0
3770,2022-03-10,Second Class,Corporate,United States,Hialeah,Florida,33012,South,Office Supplies,Fasteners,OFF-FA-10000490,2,0.0,0.0,0.0
3771,2023-01-02,Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Tables,FUR-TA-10004256,6,400.0,1600.0,60.0
3772,2023-02-17,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,OFF-ST-10004804,2,40.0,40.0,40.0
3773,2022-06-24,Second Class,Consumer,United States,Columbia,South Carolina,29203,South,Technology,Accessories,TEC-AC-10000023,3,30.0,30.0,20.0
3774,2022-07-11,Second Class,Consumer,United States,Miami,Florida,33180,South,Office Supplies,Fasteners,OFF-FA-10001332,3,2.0,8.0,2.0
3775,2022-06-29,Second Class,Consumer,United States,Miami,Florida,33180,South,Technology,Accessories,TEC-AC-10002001,3,76.0,304.0,46.0
3776,2023-11-10,Second Class,Consumer,United States,Miami,Florida,33180,South,Office Supplies,Paper,OFF-PA-10000029,2,4.0,6.0,4.0
3777,2022-12-25,Second Class,Consumer,United States,Miami,Florida,33180,South,Technology,Accessories,TEC-AC-10001874,7,102.0,238.0,62.0
3778,2022-01-01,Standard Class,Home Office,United States,Chula Vista,California,91911,West,Furniture,Furnishings,FUR-FU-10002298,6,134.0,536.0,84.0
3779,2023-12-18,Second Class,Home Office,United States,Miami,Florida,33180,South,Technology,Phones,TEC-PH-10002564,3,21.0,49.0,11.0
3780,2022-02-16,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10003465,2,20.0,20.0,10.0
3781,2022-07-09,Standard Class,Home Office,United States,Manhattan,Kansas,66502,Central,Technology,Phones,TEC-PH-10000038,2,54.0,216.0,4.0
3782,2023-04-15,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,TEC-PH-10003072,3,135.0,135.0,95.0
3783,2022-03-25,Second Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Paper,OFF-PA-10003424,3,2.0,8.0,2.0
3784,2022-06-19,Second Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Storage,OFF-ST-10003716,4,216.0,504.0,166.0
3785,2022-09-28,Standard Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,Technology,Accessories,TEC-AC-10003590,2,16.0,24.0,6.0
3786,2023-04-22,Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,OFF-BI-10000494,2,0.0,0.0,0.0
3787,2022-05-27,Standard Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Storage,OFF-ST-10002615,7,218.0,872.0,118.0
3788,2023-05-14,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Art,OFF-AR-10002804,1,0.0,0.0,0.0
3789,2022-11-30,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Art,OFF-AR-10001044,3,30.0,30.0,20.0
3790,2023-08-19,Standard Class,Home Office,United States,Omaha,Nebraska,68104,Central,Office Supplies,Fasteners,OFF-FA-10000134,5,9.0,21.0,9.0
3791,2022-01-01,Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Binders,OFF-BI-10001670,6,72.0,108.0,42.0
3792,2022-05-16,First Class,Corporate,United States,Altoona,Pennsylvania,16602,East,Office Supplies,Binders,OFF-BI-10000343,3,0.0,0.0,0.0
3793,2022-08-08,First Class,Corporate,United States,Altoona,Pennsylvania,16602,East,Office Supplies,Art,OFF-AR-10002257,6,6.0,14.0,6.0
3794,2022-07-18,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,OFF-AR-10001915,3,15.0,15.0,15.0
3795,2023-08-02,Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Storage,OFF-ST-10003692,1,30.0,30.0,30.0
3796,2023-12-26,Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Tables,FUR-TA-10003469,3,132.0,198.0,72.0
3797,2023-01-15,Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Art,OFF-AR-10003179,4,16.0,24.0,16.0
3798,2022-04-19,First Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Paper,OFF-PA-10003395,3,50.0,200.0,30.0
3799,2023-05-31,First Class,Corporate,United States,Greensboro,North Carolina,27405,South,Furniture,Tables,FUR-TA-10004575,3,208.0,312.0,108.0
3800,2022-02-28,First Class,Corporate,United States,Greensboro,North Carolina,27405,South,Technology,Phones,TEC-PH-10002483,5,680.0,680.0,450.0
3801,2022-05-24,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Furniture,Chairs,FUR-CH-10003606,1,50.0,50.0,40.0
3802,2023-07-16,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Technology,Accessories,TEC-AC-10002473,1,4.0,16.0,4.0
3803,2022-04-28,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,OFF-PA-10002319,3,45.0,45.0,35.0
3804,2022-05-09,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Supplies,OFF-SU-10000946,2,3.0,7.0,3.0
3805,2022-11-24,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Envelopes,OFF-EN-10001335,4,12.0,28.0,12.0
3806,2022-12-02,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,OFF-PA-10002377,1,16.0,24.0,16.0
3807,2022-03-30,Standard Class,Corporate,United States,Plantation,Florida,33317,South,Office Supplies,Art,OFF-AR-10001246,5,4.0,6.0,4.0
3808,2023-09-13,Standard Class,Corporate,United States,Plantation,Florida,33317,South,Office Supplies,Binders,OFF-BI-10003291,2,5.0,5.0,5.0
3809,2022-05-26,Standard Class,Corporate,United States,Plantation,Florida,33317,South,Office Supplies,Binders,OFF-BI-10002799,3,0.0,0.0,0.0
3810,2022-01-20,Standard Class,Corporate,United States,Plantation,Florida,33317,South,Furniture,Chairs,FUR-CH-10003298,5,156.0,364.0,86.0
3811,2023-05-04,Standard Class,Corporate,United States,Plantation,Florida,33317,South,Technology,Phones,TEC-PH-10000441,1,20.0,80.0,0.0
3812,2023-07-30,Standard Class,Corporate,United States,Plantation,Florida,33317,South,Furniture,Chairs,FUR-CH-10004477,3,75.0,75.0,65.0
3813,2023-03-29,Same Day,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Labels,OFF-LA-10003537,2,15.0,15.0,5.0
3814,2023-05-15,Standard Class,Consumer,United States,Quincy,Illinois,62301,Central,Office Supplies,Labels,OFF-LA-10004484,6,4.0,16.0,4.0
3815,2022-03-24,Same Day,Consumer,United States,Jacksonville,Florida,32216,South,Technology,Phones,TEC-PH-10002824,5,328.0,492.0,198.0
3816,2022-11-18,Same Day,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,OFF-PA-10004965,2,4.0,16.0,4.0
3817,2022-03-16,Standard Class,Consumer,United States,Mobile,Alabama,36608,South,Furniture,Tables,FUR-TA-10003569,2,160.0,640.0,50.0
3818,2023-01-31,Standard Class,Consumer,United States,Mobile,Alabama,36608,South,Technology,Phones,TEC-PH-10003187,3,18.0,42.0,8.0
3819,2022-11-29,Standard Class,Consumer,United States,Mobile,Alabama,36608,South,Furniture,Chairs,FUR-CH-10004853,7,424.0,636.0,224.0
3820,2023-01-04,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10001031,3,3.0,7.0,3.0
3821,2023-06-06,Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Bookcases,FUR-BO-10003034,3,62.0,248.0,32.0
3822,2023-03-30,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10000069,2,8.0,12.0,8.0
3823,2023-03-24,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10003655,6,6.0,14.0,6.0
3824,2022-07-25,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10000585,6,297.0,693.0,117.0
3825,2022-05-21,Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Copiers,TEC-CO-10001571,2,264.0,616.0,224.0
3826,2023-11-21,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,OFF-BI-10002012,9,4.0,6.0,4.0
3827,2023-06-03,Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Storage,OFF-ST-10001228,10,55.0,55.0,45.0
3828,2023-07-16,Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Furniture,Chairs,FUR-CH-10004086,5,584.0,876.0,434.0
3829,2023-07-26,Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Furniture,Chairs,FUR-CH-10002017,1,12.0,18.0,12.0
3830,2023-02-10,Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Furniture,Chairs,FUR-CH-10000595,2,144.0,336.0,54.0
3831,2023-07-01,Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Appliances,OFF-AP-10001563,2,45.0,45.0,25.0
3832,2022-06-30,Standard Class,Consumer,United States,Dover,Delaware,19901,East,Furniture,Furnishings,FUR-FU-10004017,3,24.0,56.0,14.0
3833,2023-11-21,Standard Class,Consumer,United States,Dover,Delaware,19901,East,Office Supplies,Binders,OFF-BI-10002571,2,8.0,12.0,8.0
3834,2023-05-17,Same Day,Corporate,United States,Columbus,Ohio,43229,East,Technology,Phones,TEC-PH-10000560,5,525.0,525.0,375.0
3835,2022-04-30,Same Day,Corporate,United States,Columbus,Ohio,43229,East,Furniture,Chairs,FUR-CH-10000847,3,305.0,305.0,195.0
3836,2022-07-07,Standard Class,Corporate,United States,Glendale,Arizona,85301,West,Office Supplies,Fasteners,OFF-FA-10000611,2,0.0,0.0,0.0
3837,2023-04-04,Standard Class,Corporate,United States,Glendale,Arizona,85301,West,Office Supplies,Paper,OFF-PA-10004733,3,4.0,16.0,4.0
3838,2023-11-20,Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Technology,Phones,TEC-PH-10001363,2,182.0,728.0,132.0
3839,2023-08-09,Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Furniture,Chairs,FUR-CH-10003312,3,268.0,402.0,228.0
3840,2023-01-27,Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Furniture,Furnishings,FUR-FU-10004018,9,39.0,91.0,29.0
3841,2022-05-30,Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Technology,Accessories,TEC-AC-10004814,3,85.0,85.0,55.0
3842,2023-08-12,Standard Class,Corporate,United States,Bristol,Tennessee,37620,South,Furniture,Chairs,FUR-CH-10002647,3,34.0,136.0,24.0
3843,2023-12-14,First Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Binders,OFF-BI-10004140,2,3.0,7.0,3.0
3844,2023-07-28,First Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Supplies,OFF-SU-10002301,2,2.0,8.0,2.0
3845,2023-02-28,First Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Supplies,OFF-SU-10000646,2,192.0,288.0,172.0
3846,2023-05-28,First Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Bookcases,FUR-BO-10001337,6,248.0,372.0,158.0
3847,2023-04-16,First Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Storage,OFF-ST-10003442,5,70.0,70.0,50.0
3848,2022-02-28,Second Class,Home Office,United States,Canton,Michigan,48187,Central,Office Supplies,Storage,OFF-ST-10001097,3,250.0,250.0,220.0
3849,2023-07-18,First Class,Consumer,United States,Fayetteville,Arkansas,72701,South,Office Supplies,Binders,OFF-BI-10004318,4,138.0,552.0,8.0
3850,2023-08-25,First Class,Consumer,United States,Fayetteville,Arkansas,72701,South,Technology,Accessories,TEC-AC-10004633,5,9.0,21.0,9.0
3851,2023-12-08,Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,OFF-PA-10001970,7,27.0,63.0,17.0
3852,2022-03-17,Same Day,Home Office,United States,Quincy,Massachusetts,2169,East,Furniture,Furnishings,FUR-FU-10004006,2,18.0,72.0,8.0
3853,2023-10-14,First Class,Consumer,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,OFF-BI-10001524,8,12.0,18.0,12.0
3854,2022-10-27,Standard Class,Home Office,United States,San Francisco,California,94122,West,Furniture,Furnishings,FUR-FU-10004164,1,0.0,0.0,0.0
3855,2023-12-05,Standard Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Storage,OFF-ST-10002957,5,9.0,21.0,9.0
3856,2022-02-13,Second Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,OFF-BI-10004364,3,0.0,0.0,0.0
3857,2023-12-11,Second Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Phones,TEC-PH-10002824,5,246.0,574.0,86.0
3858,2022-08-24,Second Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Art,OFF-AR-10000634,3,2.0,8.0,2.0
3859,2022-12-03,Same Day,Consumer,United States,Thornton,Colorado,80229,West,Technology,Accessories,TEC-AC-10001539,7,90.0,360.0,40.0
3860,2022-07-07,Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,Tables,FUR-TA-10001932,3,96.0,384.0,26.0
3861,2023-05-26,Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Technology,Phones,TEC-PH-10002789,1,36.0,84.0,26.0
3862,2023-05-02,Standard Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Binders,OFF-BI-10004828,3,8.0,32.0,-2.0
3863,2023-05-05,Standard Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Binders,OFF-BI-10003981,3,3.0,7.0,3.0
3864,2022-10-21,Second Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Art,OFF-AR-10001770,4,4.0,6.0,4.0
3865,2023-04-11,Standard Class,Consumer,United States,Champaign,Illinois,61821,Central,Furniture,Furnishings,FUR-FU-10004904,5,30.0,120.0,0.0
3866,2023-01-19,Second Class,Consumer,United States,San Francisco,California,94122,West,Technology,Accessories,TEC-AC-10002842,2,120.0,120.0,70.0
3867,2023-02-20,Second Class,Consumer,United States,Lawrence,Indiana,46226,Central,Technology,Accessories,TEC-AC-10003590,6,80.0,80.0,70.0
3868,2023-01-20,Second Class,Consumer,United States,San Diego,California,92105,West,Technology,Accessories,TEC-AC-10000710,9,45.0,105.0,15.0
3869,2023-06-27,Second Class,Consumer,United States,San Diego,California,92105,West,Furniture,Chairs,FUR-CH-10004495,1,72.0,168.0,42.0
3870,2023-04-29,Second Class,Consumer,United States,San Diego,California,92105,West,Furniture,Chairs,FUR-CH-10004540,7,57.0,133.0,27.0
3871,2023-07-05,Second Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,OFF-PA-10004971,2,4.0,6.0,4.0
3872,2022-02-06,Second Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Envelopes,OFF-EN-10002600,4,4.0,6.0,4.0
3873,2023-04-01,Second Class,Consumer,United States,San Diego,California,92105,West,Furniture,Chairs,FUR-CH-10001854,3,168.0,672.0,28.0
3874,2023-03-03,Second Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Envelopes,OFF-EN-10001099,3,4.0,16.0,4.0
3875,2023-05-23,Second Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Binders,OFF-BI-10001597,7,18.0,72.0,18.0
3876,2022-09-01,Second Class,Consumer,United States,Johnson City,Tennessee,37604,South,Technology,Phones,TEC-PH-10002660,2,55.0,55.0,45.0
3877,2023-01-16,Second Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Paper,OFF-PA-10000327,3,2.0,8.0,2.0
3878,2023-12-14,Standard Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Binders,OFF-BI-10001191,5,16.0,24.0,16.0
3879,2022-05-27,First Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Storage,OFF-ST-10003455,4,10.0,40.0,10.0
3880,2022-11-08,First Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Storage,OFF-ST-10001031,4,20.0,30.0,10.0
3881,2022-09-22,Standard Class,Consumer,United States,Gilbert,Arizona,85234,West,Office Supplies,Paper,OFF-PA-10002245,2,2.0,8.0,2.0
3882,2023-09-26,Standard Class,Consumer,United States,Gilbert,Arizona,85234,West,Office Supplies,Storage,OFF-ST-10004804,2,32.0,48.0,22.0
3883,2022-01-31,Standard Class,Consumer,United States,Gilbert,Arizona,85234,West,Furniture,Furnishings,FUR-FU-10004904,6,144.0,216.0,104.0
3884,2023-12-18,Standard Class,Consumer,United States,Gilbert,Arizona,85234,West,Furniture,Furnishings,FUR-FU-10002396,4,8.0,32.0,8.0
3885,2023-11-04,Standard Class,Corporate,United States,Knoxville,Tennessee,37918,South,Office Supplies,Art,OFF-AR-10002833,3,0.0,0.0,0.0
3886,2022-10-14,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,OFF-BI-10001072,4,4.0,6.0,4.0
3887,2022-10-25,Second Class,Consumer,United States,Bloomington,Indiana,47401,Central,Technology,Phones,TEC-PH-10003171,3,26.0,104.0,6.0
3888,2023-12-12,Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Office Supplies,Art,OFF-AR-10004511,2,3.0,7.0,3.0
3889,2022-01-29,Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Technology,Phones,TEC-PH-10001425,3,72.0,168.0,32.0
3890,2022-07-23,Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Office Supplies,Storage,OFF-ST-10001490,2,108.0,252.0,48.0
3891,2022-08-21,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,TEC-AC-10003033,2,264.0,396.0,154.0
3892,2022-07-21,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Chairs,FUR-CH-10001394,6,336.0,1344.0,166.0
3893,2023-01-17,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,TEC-AC-10000420,8,224.0,336.0,144.0
3894,2023-11-07,Standard Class,Consumer,United States,Houston,Texas,77036,Central,Technology,Accessories,TEC-AC-10004901,7,56.0,224.0,6.0
3895,2023-10-09,Standard Class,Home Office,United States,Bolingbrook,Illinois,60440,Central,Office Supplies,Binders,OFF-BI-10002571,5,2.0,8.0,2.0
3896,2023-11-07,Standard Class,Home Office,United States,Texarkana,Arkansas,71854,South,Technology,Accessories,TEC-AC-10002331,5,10.0,40.0,0.0
3897,2023-02-02,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Fasteners,OFF-FA-10000611,3,0.0,0.0,0.0
3898,2022-10-04,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Paper,OFF-PA-10000304,3,8.0,12.0,8.0
3899,2022-04-25,Standard Class,Consumer,United States,Edinburg,Texas,78539,Central,Office Supplies,Fasteners,OFF-FA-10000611,2,0.0,0.0,0.0
3900,2022-06-03,First Class,Consumer,United States,Toledo,Ohio,43615,East,Technology,Accessories,TEC-AC-10002567,2,39.0,91.0,19.0
3901,2022-11-18,Standard Class,Corporate,United States,Baytown,Texas,77520,Central,Office Supplies,Paper,OFF-PA-10001937,2,5.0,5.0,5.0
3902,2022-11-29,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,TEC-AC-10001090,2,15.0,35.0,5.0
3903,2022-05-04,Second Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Storage,OFF-ST-10000943,14,108.0,162.0,88.0
3904,2023-10-29,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Appliances,OFF-AP-10004036,7,50.0,50.0,30.0
3905,2022-02-18,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,OFF-ST-10003816,4,168.0,392.0,78.0
3906,2023-08-08,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,OFF-BI-10002072,4,5.0,5.0,5.0
3907,2023-07-26,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,FUR-FU-10001468,4,275.0,275.0,215.0
3908,2023-02-02,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,TEC-PH-10000347,5,4.0,6.0,4.0
3909,2023-11-29,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,TEC-PH-10002844,2,8.0,32.0,8.0
3910,2023-05-19,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,FUR-FU-10001037,1,2.0,8.0,2.0
3911,2022-07-03,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Bookcases,FUR-BO-10004218,5,70.0,280.0,0.0
3912,2022-03-08,First Class,Consumer,United States,Pearland,Texas,77581,Central,Technology,Phones,TEC-PH-10001619,3,141.0,329.0,91.0
3913,2022-09-08,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10001639,3,8.0,12.0,8.0
3914,2022-02-23,Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,FUR-FU-10002268,2,3.0,7.0,3.0
3915,2022-06-30,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Furniture,Tables,FUR-TA-10001932,5,240.0,560.0,190.0
3916,2022-02-14,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Furniture,Chairs,FUR-CH-10004218,2,80.0,80.0,60.0
3917,2023-05-04,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Paper,OFF-PA-10000246,2,4.0,16.0,4.0
3918,2022-06-27,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,OFF-BI-10003350,4,3.0,7.0,3.0
3919,2022-12-16,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Furniture,Chairs,FUR-CH-10000513,3,124.0,186.0,84.0
3920,2022-10-28,Standard Class,Corporate,United States,Chesapeake,Virginia,23320,South,Office Supplies,Storage,OFF-ST-10001321,4,30.0,30.0,30.0
3921,2023-01-27,Standard Class,Corporate,United States,Chesapeake,Virginia,23320,South,Office Supplies,Binders,OFF-BI-10004233,4,30.0,30.0,30.0
3922,2022-01-26,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,TEC-PH-10001299,3,144.0,216.0,94.0
3923,2022-03-03,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,OFF-PA-10002479,6,12.0,18.0,2.0
3924,2022-02-15,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,OFF-PA-10001461,5,6.0,24.0,6.0
3925,2022-08-15,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,OFF-ST-10004963,2,15.0,15.0,15.0
3926,2023-08-26,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,OFF-ST-10000943,3,24.0,36.0,14.0
3927,2022-12-29,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Furnishings,FUR-FU-10004671,2,8.0,32.0,-2.0
3928,2023-05-06,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,OFF-BI-10002735,5,70.0,70.0,60.0
3929,2023-07-03,First Class,Consumer,United States,Harlingen,Texas,78550,Central,Furniture,Bookcases,FUR-BO-10004409,5,48.0,192.0,-2.0
3930,2022-07-18,First Class,Consumer,United States,Harlingen,Texas,78550,Central,Office Supplies,Paper,OFF-PA-10001934,1,2.0,8.0,2.0
3931,2022-10-17,First Class,Consumer,United States,Harlingen,Texas,78550,Central,Office Supplies,Art,OFF-AR-10001044,7,60.0,90.0,40.0
3932,2023-03-26,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,OFF-AR-10004165,3,2.0,8.0,2.0
3933,2023-04-04,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,TEC-AC-10001109,2,25.0,25.0,25.0
3934,2022-05-28,Standard Class,Consumer,United States,Bakersfield,California,93309,West,Office Supplies,Art,OFF-AR-10001919,5,3.0,7.0,3.0
3935,2022-02-05,Standard Class,Consumer,United States,Bakersfield,California,93309,West,Office Supplies,Labels,OFF-LA-10004544,5,14.0,56.0,14.0
3936,2023-10-21,Standard Class,Consumer,United States,Bakersfield,California,93309,West,Technology,Phones,TEC-PH-10003484,2,100.0,100.0,80.0
3937,2023-09-26,Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Envelopes,OFF-EN-10001028,3,12.0,18.0,2.0
3938,2022-10-24,Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Paper,OFF-PA-10004156,3,9.0,21.0,9.0
3939,2023-05-20,Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Furniture,Chairs,FUR-CH-10001708,2,40.0,160.0,30.0
